record_id,data_source,respondent_type,location,property_type,bedrooms,bathrooms,furnished_status,parking,security,road_access,amenities_count,monthly_rent_rwf,review_note
SURV-00024,Primary survey,Tenant,Gisozi,House,1,1,Furnished,Yes,Yes,Good,5,200000,
SURV-00224,Primary survey,Landlord,Gisozi,House,2,2,Unfurnished,No,No,Average,2,200000,
SURV-00226,Primary survey,Tenant,Gisozi,House,3,2,Unfurnished,No,No,Average,1,200000,
SURV-02270,Primary survey,Tenant,Gisozi,House,2,1,Unfurnished,Yes,Yes,Unknown,5,300000,
SURV-05152,Primary survey,Real Estate Agent,Gisozi,House,2,1,Furnished,Yes,Yes,Good,3,320000,
SURV-00054,Primary survey,Landlord,Gisozi,House,3,1,Unfurnished,Yes,No,Good,1,350000,
SURV-02168,Primary survey,Real Estate Agent,Gisozi,House,2,1,Unfurnished,Yes,Yes,Average,3,380000,
SURV-01517,Primary survey,Tenant,Gisozi,House,2,2,Unknown,Yes,No,Average,7,440000,
SURV-02734,Primary survey,Tenant,Gisozi,House,2,1,Semi-Furnished,Yes,Yes,Good,4,440000,
SURV-03524,Primary survey,Tenant,Gisozi,House,2,1,Furnished,Yes,Yes,Poor,7,440000,
SURV-03794,Primary survey,Tenant,Gisozi,House,2,1,Furnished,Yes,Yes,Average,4,440000,
SURV-04478,Primary survey,Tenant,Gisozi,House,2,1,Unfurnished,Yes,Yes,Average,3,440000,
SURV-00591,Primary survey,Tenant,Gisozi,House,2,1,Semi-Furnished,Yes,No,Good,5,460000,
SURV-01181,Primary survey,Tenant,Gisozi,House,2,2,Unfurnished,Yes,Yes,Good,5,520000,
SURV-03262,Primary survey,Tenant,Gisozi,House,3,1,Unfurnished,Yes,Yes,Good,5,550000,
SURV-03292,Primary survey,Tenant,Gisozi,House,3,2,Unfurnished,No,Yes,Poor,3,550000,
SURV-04486,Primary survey,Tenant,Gisozi,House,2,2,Semi-Furnished,Yes,Yes,Poor,7,560000,
SURV-02545,Primary survey,Tenant,Gisozi,House,2,2,Unknown,Yes,Yes,Good,7,580000,
SURV-03697,Primary survey,Tenant,Gisozi,House,2,2,Unknown,Yes,Yes,Average,3,580000,
SURV-00466,Primary survey,Real Estate Agent,Gisozi,House,3,1,Unfurnished,Yes,No,Average,6,590000,
SURV-03112,Primary survey,Tenant,Gisozi,House,3,2,Semi-Furnished,Yes,Yes,Average,3,590000,
SURV-03523,Primary survey,Tenant,Gisozi,House,3,3,Unfurnished,Yes,Yes,Average,6,590000,
SURV-04700,Primary survey,Landlord,Gisozi,House,3,1,Unfurnished,Yes,Yes,Average,7,610000,
SURV-02082,Primary survey,Landlord,Gisozi,House,3,2,Unfurnished,Yes,Yes,Unknown,4,630000,
SURV-02705,Primary survey,Tenant,Gisozi,House,3,2,Unfurnished,Yes,No,Good,4,630000,
SURV-02738,Primary survey,Tenant,Gisozi,House,3,3,Unfurnished,No,Yes,Average,7,630000,
SURV-00879,Primary survey,Tenant,Gisozi,House,3,1,Unfurnished,Yes,Yes,Average,3,650000,
SURV-01373,Primary survey,Tenant,Gisozi,House,3,2,Furnished,No,Yes,Good,4,650000,
SURV-02881,Primary survey,Tenant,Gisozi,House,3,2,Unfurnished,Yes,Yes,Good,3,650000,
SURV-01488,Primary survey,Real Estate Agent,Gisozi,House,2,2,Furnished,Yes,Yes,Average,3,660000,
SURV-02659,Primary survey,Tenant,Gisozi,House,2,2,Furnished,No,Yes,Average,6,660000,
SURV-01787,Primary survey,Tenant,Gisozi,House,3,1,Unfurnished,Yes,Yes,Poor,3,710000,
SURV-02097,Primary survey,Other,Gisozi,House,3,1,Semi-Furnished,Yes,Yes,Average,7,750000,
SURV-01524,Primary survey,Tenant,Gisozi,House,3,2,Unfurnished,Yes,Unknown,Average,5,790000,
SURV-00415,Primary survey,Tenant,Gisozi,House,4,2,Unfurnished,Unknown,Yes,Good,4,800000,
SURV-00499,Primary survey,Landlord,Gisozi,House,2,1,Furnished,Unknown,Yes,Good,7,800000,
SURV-01915,Primary survey,Tenant,Gisozi,House,4,3,Furnished,Yes,Yes,Average,4,800000,
SURV-04687,Primary survey,Tenant,Gisozi,House,4,4,Unfurnished,Yes,Yes,Average,6,800000,
SURV-03827,Primary survey,Tenant,Gisozi,House,3,1,Unfurnished,No,Yes,Good,4,810000,
SURV-04264,Primary survey,Real Estate Agent,Gisozi,House,4,2,Unfurnished,Yes,No,Average,6,820000,
SURV-04938,Primary survey,Tenant,Gisozi,House,4,1,Unknown,Yes,Yes,Good,4,820000,
SURV-02132,Primary survey,Tenant,Gisozi,House,4,2,Unfurnished,Unknown,Yes,Good,4,840000,
SURV-00973,Primary survey,Tenant,Gisozi,House,4,3,Furnished,No,Yes,Average,6,860000,
SURV-01469,Primary survey,Tenant,Gisozi,House,4,2,Unfurnished,Yes,Yes,Poor,6,860000,
SURV-03624,Primary survey,Tenant,Gisozi,House,4,2,Furnished,No,Yes,Average,6,860000,
SURV-04131,Primary survey,Tenant,Gisozi,House,4,4,Unfurnished,Yes,Yes,Good,6,860000,
SURV-01510,Primary survey,Landlord,Gisozi,House,3,3,Unfurnished,Yes,Yes,Average,6,870000,
SURV-02331,Primary survey,Tenant,Gisozi,House,3,2,Furnished,Yes,Yes,Unknown,4,870000,
SURV-00761,Primary survey,Landlord,Gisozi,House,4,4,Unfurnished,Yes,Yes,Poor,3,880000,
SURV-03780,Primary survey,Landlord,Gisozi,House,4,3,Semi-Furnished,Yes,Yes,Good,4,880000,
SURV-03815,Primary survey,Tenant,Gisozi,House,4,2,Furnished,Yes,Yes,Good,5,880000,
SURV-03079,Primary survey,Tenant,Gisozi,House,4,1,Furnished,Yes,Yes,Good,6,900000,
SURV-01058,Primary survey,Tenant,Gisozi,House,3,3,Unfurnished,Yes,No,Good,5,910000,
SURV-01514,Primary survey,Real Estate Agent,Gisozi,House,3,1,Unfurnished,Yes,Yes,Average,6,910000,
SURV-01180,Primary survey,Tenant,Gisozi,House,3,3,Furnished,Yes,Yes,Poor,3,950000,
SURV-02472,Primary survey,Tenant,Gisozi,House,3,1,Unfurnished,Yes,Yes,Average,7,970000,
SURV-00374,Primary survey,Tenant,Gisozi,House,4,2,Unfurnished,Yes,Yes,Poor,6,980000,
SURV-03664,Primary survey,Real Estate Agent,Gisozi,House,4,3,Unfurnished,Yes,Yes,Average,5,980000,
SURV-01300,Primary survey,Tenant,Gisozi,House,3,3,Furnished,Yes,Yes,Average,5,990000,
SURV-01807,Primary survey,Landlord,Gisozi,House,4,4,Furnished,Yes,Yes,Average,7,1020000,
SURV-04893,Primary survey,Real Estate Agent,Gisozi,House,4,4,Furnished,No,Yes,Average,3,1040000,
SURV-03919,Primary survey,Real Estate Agent,Gisozi,House,5,1,Unfurnished,Yes,Yes,Good,3,1070000,
SURV-04973,Primary survey,Landlord,Gisozi,House,5,1,Unfurnished,Yes,Yes,Good,3,1090000,
SURV-00852,Primary survey,Real Estate Agent,Gisozi,House,5,3,Unfurnished,Yes,Yes,Good,4,1110000,
SURV-01522,Primary survey,Tenant,Gisozi,House,4,2,Unfurnished,Yes,Yes,Average,4,1120000,
SURV-01532,Primary survey,Landlord,Gisozi,House,5,4,Semi-Furnished,Yes,Unknown,Good,3,1130000,
SURV-03648,Primary survey,Tenant,Gisozi,House,5,3,Unfurnished,No,Unknown,Good,5,1130000,
SURV-04928,Primary survey,Tenant,Gisozi,House,5,1,Unfurnished,Yes,No,Average,5,1130000,
SURV-00367,Primary survey,Other,Gisozi,House,5,2,Furnished,Yes,Yes,Poor,6,1150000,
SURV-03583,Primary survey,Landlord,Gisozi,House,5,1,Semi-Furnished,Yes,Yes,Average,4,1150000,
SURV-04977,Primary survey,Landlord,Gisozi,House,5,1,Unfurnished,No,Yes,Average,6,1150000,
SURV-04032,Primary survey,Tenant,Gisozi,House,4,2,Furnished,Yes,Yes,Unknown,5,1160000,
SURV-04108,Primary survey,Tenant,Gisozi,House,4,2,Unfurnished,Yes,Unknown,Good,5,1160000,
SURV-01479,Primary survey,Real Estate Agent,Gisozi,House,4,1,Furnished,Yes,Yes,Poor,7,1180000,
SURV-02292,Primary survey,Other,Gisozi,House,4,3,Unfurnished,Yes,Yes,Good,6,1180000,
SURV-01112,Primary survey,Landlord,Gisozi,House,5,2,Furnished,Yes,Yes,Good,7,1190000,
SURV-03005,Primary survey,Tenant,Gisozi,House,4,4,Furnished,Yes,Yes,Average,4,1200000,
SURV-01899,Primary survey,Tenant,Gisozi,House,4,3,Furnished,No,No,Good,4,1260000,
SURV-01162,Primary survey,Other,Gisozi,House,5,1,Semi-Furnished,Yes,Yes,Average,4,1270000,
SURV-04308,Primary survey,Real Estate Agent,Gisozi,House,5,4,Unfurnished,No,Yes,Good,3,1270000,
SURV-01383,Primary survey,Tenant,Gisozi,House,4,1,Furnished,Yes,Yes,Poor,3,1300000,
SURV-03226,Primary survey,Tenant,Gisozi,House,4,2,Semi-Furnished,Yes,Yes,Average,6,1300000,
SURV-04787,Primary survey,Real Estate Agent,Gisozi,House,4,1,Semi-Furnished,Yes,Yes,Good,7,1300000,
SURV-02931,Primary survey,Tenant,Gisozi,House,5,2,Unfurnished,Yes,Yes,Average,7,1310000,
SURV-01983,Primary survey,Tenant,Gisozi,House,6,4,Furnished,No,Yes,Average,4,1320000,
SURV-00739,Primary survey,Landlord,Gisozi,House,5,3,Unfurnished,Yes,Yes,Good,3,1330000,
SURV-02330,Primary survey,Landlord,Gisozi,House,5,2,Unfurnished,Yes,Yes,Good,7,1330000,
SURV-01992,Primary survey,Tenant,Gisozi,House,6,1,Unfurnished,Yes,Yes,Good,5,1340000,
SURV-01085,Primary survey,Tenant,Gisozi,House,6,4,Semi-Furnished,Yes,Yes,Good,3,1360000,
SURV-02092,Primary survey,Tenant,Gisozi,House,5,3,Furnished,Yes,No,Average,6,1370000,
SURV-02372,Primary survey,Tenant,Gisozi,House,5,2,Furnished,Yes,Yes,Unknown,3,1370000,
SURV-02496,Primary survey,Tenant,Gisozi,House,6,1,Unfurnished,Yes,Yes,Average,7,1400000,
SURV-03420,Primary survey,Tenant,Gisozi,House,6,3,Unknown,Yes,Yes,Good,6,1400000,
SURV-01103,Primary survey,Tenant,Gisozi,House,5,1,Unfurnished,No,Yes,Good,7,1410000,
SURV-01596,Primary survey,Landlord,Gisozi,House,6,4,Furnished,Yes,No,Good,3,1420000,
SURV-00356,Primary survey,Landlord,Gisozi,House,6,1,Furnished,Yes,Yes,Average,3,1440000,
SURV-00627,Primary survey,Tenant,Gisozi,House,6,1,Unfurnished,Yes,Yes,Good,7,1460000,
SURV-01009,Primary survey,Other,Gisozi,House,5,4,Furnished,Yes,Yes,Average,5,1470000,
SURV-01439,Primary survey,Tenant,Gisozi,House,5,2,Semi-Furnished,No,Yes,Good,4,1470000,
SURV-01366,Primary survey,Tenant,Gisozi,House,6,4,Semi-Furnished,Yes,Yes,Average,3,1480000,
SURV-04384,Primary survey,Tenant,Gisozi,House,6,1,Furnished,Yes,Yes,Good,5,1480000,
SURV-00457,Primary survey,Real Estate Agent,Gisozi,House,5,3,Unfurnished,Yes,Yes,Average,4,1490000,
SURV-02224,Primary survey,Tenant,Gisozi,House,5,1,Unfurnished,Yes,Yes,Average,3,1490000,
SURV-03103,Primary survey,Tenant,Gisozi,House,5,3,Semi-Furnished,Yes,Yes,Good,7,1490000,
SURV-02635,Primary survey,Other,Gisozi,House,6,1,Furnished,Yes,Yes,Average,7,1500000,
SURV-03726,Primary survey,Tenant,Gisozi,House,5,4,Semi-Furnished,Yes,Yes,Poor,4,1530000,
SURV-05177,Primary survey,Real Estate Agent,Gisozi,House,6,1,Unfurnished,Yes,Yes,Good,6,1540000,
SURV-01206,Primary survey,Tenant,Gisozi,House,5,4,Furnished,Yes,No,Unknown,4,1550000,
SURV-03856,Primary survey,Tenant,Gisozi,House,6,1,Furnished,No,Yes,Good,6,1560000,
SURV-01203,Primary survey,Landlord,Gisozi,House,6,4,Unfurnished,No,Yes,Average,3,1580000,
SURV-00657,Primary survey,Tenant,Gisozi,House,6,1,Unfurnished,No,Yes,Good,3,1600000,
SURV-03709,Primary survey,Real Estate Agent,Gisozi,House,6,1,Furnished,Yes,Yes,Good,5,1600000,
SURV-01467,Primary survey,Tenant,Gisozi,House,6,4,Unfurnished,Unknown,Yes,Poor,5,1620000,
SURV-04191,Primary survey,Tenant,Gisozi,House,6,2,Furnished,Yes,Yes,Good,4,1620000,
SURV-02893,Primary survey,Landlord,Gisozi,House,6,2,Furnished,Yes,Yes,Good,3,1660000,
SURV-02286,Primary survey,Tenant,Gisozi,House,6,3,Furnished,Yes,Yes,Good,3,1700000,
SURV-03631,Primary survey,Tenant,Gisozi,House,6,1,Unfurnished,Yes,Yes,Average,5,1800000,
SURV-05260,Primary survey,Tenant,Gisozi,House,6,4,Unfurnished,Yes,Yes,Average,5,1800000,
SURV-01116,Primary survey,Landlord,Gisozi,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,2,40000,
SURV-02908,Primary survey,Tenant,Gisozi,Single Room,1,1,Semi-Furnished,No,Yes,Good,4,40000,
SURV-02061,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Good,5,50000,
SURV-04014,Primary survey,Other,Gisozi,Single Room,1,1,Furnished,Yes,Yes,Good,2,50000,
SURV-00378,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Poor,3,60000,
SURV-01060,Primary survey,Tenant,Gisozi,Single Room,1,1,Semi-Furnished,Yes,No,Average,5,60000,
SURV-04503,Primary survey,Tenant,Gisozi,Single Room,1,1,Semi-Furnished,Yes,Yes,Average,1,60000,
SURV-02726,Primary survey,Real Estate Agent,Gisozi,Single Room,1,1,Semi-Furnished,Yes,Yes,Average,3,70000,
SURV-02754,Primary survey,Tenant,Gisozi,Single Room,1,1,Furnished,Yes,Yes,Poor,5,70000,
SURV-02947,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Good,1,70000,
SURV-02218,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Good,1,80000,
SURV-03333,Primary survey,Landlord,Gisozi,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,2,80000,
SURV-00727,Primary survey,Tenant,Gisozi,Single Room,1,1,Furnished,Unknown,Yes,Poor,1,90000,
SURV-01864,Primary survey,Real Estate Agent,Gisozi,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,4,90000,
SURV-02208,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Poor,2,90000,
SURV-02870,Primary survey,Tenant,Gisozi,Single Room,1,1,Unknown,Yes,Yes,Average,3,90000,
SURV-05278,Primary survey,Tenant,Gisozi,Single Room,1,1,Semi-Furnished,Yes,No,Average,3,90000,
SURV-01726,Primary survey,Landlord,Gisozi,Single Room,1,1,Semi-Furnished,No,Yes,Average,3,100000,
SURV-01924,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,No,Yes,Good,3,100000,
SURV-02762,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Good,3,100000,
SURV-03732,Primary survey,Landlord,Gisozi,Single Room,1,1,Furnished,Yes,Yes,Poor,4,100000,
SURV-04271,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Unknown,Good,1,100000,
SURV-00939,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Unknown,Yes,Good,3,110000,
SURV-00337,Primary survey,Tenant,Gisozi,Single Room,1,1,Furnished,Yes,Yes,Good,5,120000,
SURV-00403,Primary survey,Tenant,Gisozi,Single Room,1,1,Furnished,No,Yes,Average,4,120000,
SURV-01460,Primary survey,Tenant,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Unknown,4,120000,
SURV-03625,Primary survey,Real Estate Agent,Gisozi,Single Room,1,1,Unfurnished,Yes,Yes,Good,5,120000,
SURV-04326,Primary survey,Landlord,Gisozi,Single Room,1,1,Furnished,Yes,Yes,Average,3,120000,
SURV-04607,Primary survey,Landlord,Gisozi,Single Room,1,1,Unfurnished,Yes,No,Average,5,120000,
SURV-01603,Primary survey,Landlord,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,3,150000,
SURV-00615,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,No,No,Good,3,160000,
SURV-01420,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,Yes,Yes,Good,1,160000,
SURV-01780,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Poor,4,160000,
SURV-03776,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,Yes,Yes,Average,1,160000,
SURV-01172,Primary survey,Tenant,Gisozi,Studio,1,1,Unknown,Unknown,Yes,Good,5,170000,
SURV-01301,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,4,170000,
SURV-02053,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Poor,2,170000,
SURV-03467,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,4,170000,
SURV-01557,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,4,180000,
SURV-01655,Primary survey,Landlord,Gisozi,Studio,1,1,Semi-Furnished,Unknown,Yes,Good,2,180000,
SURV-00733,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,2,190000,
SURV-04444,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,No,Yes,Poor,3,190000,
SURV-01605,Primary survey,Tenant,Gisozi,Studio,1,1,Unknown,Yes,Yes,Average,4,200000,
SURV-00719,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,Yes,Yes,Good,5,210000,
SURV-02291,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Average,3,210000,
SURV-02942,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,Yes,Yes,Average,3,210000,
SURV-04648,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,3,210000,
SURV-00845,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Average,7,220000,
SURV-03556,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,7,220000,
SURV-00404,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,Yes,Yes,Good,4,230000,
SURV-05006,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Average,4,230000,
SURV-00425,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,Yes,Yes,Poor,7,240000,
SURV-03817,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,No,Good,5,240000,
SURV-00723,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Poor,4,250000,
SURV-01160,Primary survey,Landlord,Gisozi,Studio,1,1,Unknown,Yes,Yes,Good,5,250000,
SURV-05169,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Furnished,Yes,No,Unknown,5,250000,
SURV-00816,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Unknown,Unknown,Yes,Good,3,260000,
SURV-03490,Primary survey,Tenant,Gisozi,Studio,1,1,Unknown,Yes,Yes,Good,7,260000,
SURV-01421,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,7,270000,
SURV-02217,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,3,270000,
SURV-02460,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,5,270000,
SURV-03405,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,Yes,No,Average,6,270000,
SURV-01127,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,No,Average,6,280000,
SURV-03111,Primary survey,Landlord,Gisozi,Studio,1,1,Furnished,Yes,Yes,Good,4,290000,
SURV-04482,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Average,5,290000,
SURV-01310,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,3,300000,
SURV-00903,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,5,310000,
SURV-03620,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,Yes,Good,6,310000,
SURV-04640,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,4,310000,
SURV-01261,Primary survey,Landlord,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,7,320000,
SURV-01621,Primary survey,Landlord,Gisozi,Studio,1,1,Furnished,Yes,Yes,Good,6,320000,
SURV-01984,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Yes,No,Good,4,320000,
SURV-03504,Primary survey,Tenant,Gisozi,Studio,1,1,Furnished,No,Yes,Unknown,4,330000,
SURV-01850,Primary survey,Landlord,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,5,340000,
SURV-02668,Primary survey,Real Estate Agent,Gisozi,Studio,1,1,Unfurnished,Unknown,No,Good,4,340000,
SURV-00392,Primary survey,Tenant,Gisozi,Studio,1,1,Semi-Furnished,Unknown,Unknown,Good,6,350000,
SURV-01430,Primary survey,Tenant,Gisozi,Studio,1,1,Unfurnished,Yes,Yes,Good,5,350000,
SURV-00142,Primary survey,Other,Gisozi,Studio,3,1,Furnished,Yes,Yes,Good,4,900000,
SURV-00216,Primary survey,Landlord,Gitega,Apartment,5,2,Unfurnished,Yes,No,Good,4,500000,
SURV-00073,Primary survey,Real Estate Agent,Gitega,Apartment,4,3,Furnished,Yes,Yes,Good,6,1200000,
SURV-00330,Primary survey,Other,Gitega,House,2,1,Unfurnished,No,No,Average,1,120000,
SURV-00268,Primary survey,Other,Gitega,House,4,2,Unfurnished,Yes,No,Average,1,320000,
SURV-00067,Primary survey,Tenant,Hatters,Apartment,3,2,Semi-Furnished,Yes,Yes,Poor,4,700000,
SURV-00093,Primary survey,Tenant,Jabana,Apartment,4,2,Furnished,Yes,No,Good,3,500000,
SURV-00271,Primary survey,Other,Jabana,Studio,2,1,Unknown,Unknown,Unknown,Unknown,1,175000,
SURV-00306,Primary survey,Other,Jali,Apartment,2,1,Unfurnished,Yes,No,Average,1,120000,
SURV-00158,Primary survey,Landlord,Jali,Apartment,5,3,Furnished,Yes,Yes,Good,7,2550000,
SURV-00096,Primary survey,Other,Jali,House,5,3,Furnished,Yes,Yes,Good,7,1000000,
SURV-00308,Primary survey,Other,Jali,Single Room,1,1,Unknown,No,No,Average,1,45000,
SURV-00241,Primary survey,Other,Jali,Single Room,1,1,Unfurnished,No,Yes,Good,1,90000,
SURV-00327,Primary survey,Real Estate Agent,Kabeza,House,4,1,Unfurnished,No,No,Poor,0,250000,
SURV-00263,Primary survey,Other,Kabeza,House,3,3,Unfurnished,Yes,No,Average,1,500000,
SURV-00279,Primary survey,Other,Kabeza,Single Room,1,1,Unfurnished,No,No,Poor,1,40000,
SURV-00185,Primary survey,Tenant,Kabuga,Apartment,2,2,Furnished,Yes,Yes,Average,5,450000,
SURV-00317,Primary survey,Other,Kabuga,House,2,1,Unknown,No,No,Unknown,1,90000,
SURV-00071,Primary survey,Tenant,Kabuga,House,4,2,Unfurnished,Yes,Yes,Average,5,200000,
SURV-00019,Primary survey,Real Estate Agent,Kabuga,House,2,1,Unfurnished,Yes,Yes,Good,4,370000,
SURV-00059,Primary survey,Landlord,Kabuga,House,4,2,Unfurnished,Yes,No,Good,4,500000,
SURV-00036,Primary survey,Real Estate Agent,Kabuga,Single Room,1,1,Unfurnished,No,No,Average,1,150000,
SURV-01923,Primary survey,Landlord,Kacyiru,Apartment,1,1,Unknown,Unknown,Yes,Good,4,100000,
SURV-02898,Primary survey,Tenant,Kacyiru,Apartment,1,1,Unfurnished,Yes,Yes,Average,2,100000,
SURV-03208,Primary survey,Tenant,Kacyiru,Apartment,1,1,Unfurnished,Yes,Yes,Good,4,100000,
SURV-03645,Primary survey,Landlord,Kacyiru,Apartment,1,1,Semi-Furnished,Yes,Yes,Average,4,100000,
SURV-03700,Primary survey,Real Estate Agent,Kacyiru,Apartment,1,1,Furnished,Yes,Yes,Good,3,100000,
SURV-00891,Primary survey,Real Estate Agent,Kacyiru,Apartment,1,1,Furnished,Yes,No,Good,2,140000,
SURV-02714,Primary survey,Tenant,Kacyiru,Apartment,1,1,Semi-Furnished,Yes,Yes,Average,1,140000,
SURV-02986,Primary survey,Tenant,Kacyiru,Apartment,1,1,Unfurnished,Unknown,Yes,Good,4,140000,
SURV-03694,Primary survey,Tenant,Kacyiru,Apartment,1,1,Unfurnished,Unknown,Yes,Good,5,140000,
SURV-00400,Primary survey,Tenant,Kacyiru,Apartment,1,1,Semi-Furnished,Yes,Yes,Good,3,160000,
SURV-02535,Primary survey,Other,Kacyiru,Apartment,1,1,Furnished,Yes,No,Good,5,160000,
SURV-05098,Primary survey,Real Estate Agent,Kacyiru,Apartment,1,1,Furnished,Yes,Yes,Average,1,160000,
SURV-01259,Primary survey,Real Estate Agent,Kacyiru,Apartment,1,1,Unfurnished,Yes,Yes,Average,5,180000,
SURV-02430,Primary survey,Tenant,Kacyiru,Apartment,1,1,Semi-Furnished,Yes,Yes,Average,2,180000,
SURV-03913,Primary survey,Landlord,Kacyiru,Apartment,1,1,Unfurnished,No,Yes,Good,5,180000,
SURV-03977,Primary survey,Tenant,Kacyiru,Apartment,1,1,Semi-Furnished,No,Yes,Good,6,200000,
SURV-04220,Primary survey,Tenant,Kacyiru,Apartment,1,1,Furnished,Yes,No,Good,4,200000,
SURV-00578,Primary survey,Landlord,Kacyiru,Apartment,1,1,Semi-Furnished,Yes,Yes,Poor,6,220000,
SURV-02736,Primary survey,Landlord,Kacyiru,Apartment,1,1,Semi-Furnished,Yes,Yes,Good,4,240000,
SURV-03410,Primary survey,Landlord,Kacyiru,Apartment,1,1,Furnished,Yes,Yes,Poor,3,240000,
SURV-03821,Primary survey,Tenant,Kacyiru,Apartment,1,1,Furnished,Yes,No,Good,5,240000,
SURV-04587,Primary survey,Real Estate Agent,Kacyiru,Apartment,1,1,Furnished,Yes,Yes,Good,6,240000,
SURV-04805,Primary survey,Tenant,Kacyiru,Apartment,1,1,Unknown,Yes,Yes,Poor,5,240000,
SURV-02702,Primary survey,Tenant,Kacyiru,Apartment,1,1,Furnished,Yes,Yes,Average,7,260000,
SURV-03234,Primary survey,Other,Kacyiru,Apartment,1,1,Semi-Furnished,Unknown,No,Good,4,260000,
SURV-01209,Primary survey,Tenant,Kacyiru,Apartment,1,1,Unfurnished,Yes,Yes,Good,6,280000,
SURV-03304,Primary survey,Real Estate Agent,Kacyiru,Apartment,1,1,Unfurnished,Yes,Yes,Average,6,280000,
SURV-03691,Primary survey,Tenant,Kacyiru,Apartment,1,1,Unfurnished,Yes,No,Average,3,280000,
SURV-00146,Primary survey,Tenant,Kacyiru,Apartment,2,1,Furnished,Yes,Yes,Good,4,300000,
SURV-00953,Primary survey,Landlord,Kacyiru,Apartment,2,1,Furnished,No,Yes,Good,7,300000,
SURV-01284,Primary survey,Tenant,Kacyiru,Apartment,2,2,Semi-Furnished,Yes,Yes,Average,3,300000,
SURV-01761,Primary survey,Tenant,Kacyiru,Apartment,1,1,Semi-Furnished,Yes,Yes,Good,5,300000,
SURV-01840,Primary survey,Tenant,Kacyiru,Apartment,1,1,Furnished,Unknown,Yes,Good,5,300000,
SURV-02342,Primary survey,Tenant,Kacyiru,Apartment,1,1,Semi-Furnished,No,Yes,Average,7,300000,
